ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
178.278717,34.113052,1132,266,1308,515,-0.1746394,674,-465,-196,16.62,259,1,2590360,
179.422974,34.272827,1210,352,1682,809,-0.1808135,660,2931,16146,16.85,307,1,2593243,
179.260574,34.239307,1181,32,902,229,-0.4608737,334,-157,-542,15.53,327,2,2595739,
179.475647,35.024818,1152,155,896,173,-0.4747271,481,39,-1417,15.60,345,2,2602711,
179.352097,38.426140,1160,335,1198,282,-0.2994235,784,-1028,-184,14.26,154,1,2606813,
179.517593,40.096584,1148,335,1221,348,-0.2429343,713,-590,-774,15.82,270,1,2612592,
178.720642,41.322914,1131,343,1149,138,-0.2243991,719,-715,-597,16.30,399,1,2623858,
179.583939,44.699505,1194,103,887,173,-0.2784079,774,-1076,829,15.36,240,1,2631092,
179.330414,48.484600,1145,306,1512,356,-0.3014002,873,-658,-179,17.00,244,1,2638821,
178.963638,48.924557,1217,-171,811,630,-0.3252426,1004,-609,-706,16.83,242,1,2642429,
178.076553,1163,324,1085,341,-0.2167548,898,-781,-163,16.20,534,1,2653982,
178.268661,1176,303,978,56,-0.3280213,1005,-1037,-118,16.40,410,1,2657618,
178.046127,1163,250,1384,387,-0.2115898,667,-62,-876,16.92,497,1,2660232,
179.648880,-3.183789,1162,344,1069,456,-0.2519166,765,-242,-681,16.84,241,1,2667036,
179.175461,-3.469707,1183,309,1136,325,-0.2283023,608,-416,-983,15.44,450,1,2669011,
179.640244,52.029728,1167,-39,787,300,-0.2545005,880,-958,96,16.62,260,1,2672050,
179.862762,52.206657,1180,-35,768,85,-0.4105218,412,420,-893,15.25,389,2,2672279,
178.045822,55.802349,1151,168,1059,253,-0.4717339,414,-117,-1229,16.55,220,2,2681145,
179.822159,56.113472,1150,75,877,215,-0.2728167,781,-577,-794,14.77,162,1,2681658,
179.382111,55.860142,1163,54,1495,354,-0.2161943,482,-394,-679,14.05,191,1,2682286,
179.592194,55.161514,1125,260,1161,291,-0.2173454,871,-471,-822,15.35,180,1,2683009,
178.635452,57.183540,1095,197,1012,94,-0.3560452,329,-829,731,14.77,149,1,2686501,
178.101654,57.051170,1256,-61,581,-52,-0.2258949,612,-76,-363,16.72,197,1,2686769,
178.099258,58.476742,1183,254,1049,387,-0.2491562,781,-413,-942,15.59,98,1,2686860,
178.011932,64.770317,1192,265,917,169,-0.2860686,935,-507,141,15.53,179,1,2698843,
179.242599,1080,326,1049,169,-0.2140519,475,-283,56,16.01,536,1,2714034,
179.265488,1202,237,1194,156,-0.3301208,887,-1304,626,15.36,381,1,2723487,
178.773087,1180,143,964,230,-0.2160107,607,617,214,16.33,104,1,2730508,
179.977982,10.053049,927,1021,242,-0.2238286,567,-795,-70,14.74,330,1,2731374,
179.647293,10.309248,1128,122,1629,1053,-0.2543320,763,153,-581,16.75,144,1,2732738,
180.503815,1170,303,925,346,-0.2008863,598,-122,-530,16.59,514,1,2742032,
181.647278,1142,355,1415,411,-0.2167870,574,-276,-884,15.92,496,1,2742544,
180.184967,-0.712536,1144,293,1635,923,-0.2830056,885,-703,-650,16.77,430,1,2751585,
180.826660,12.537754,1178,323,791,217,-0.2436987,666,-991,-6,15.47,291,1,2766464,
180.994385,12.083816,1172,-3,933,212,-0.3886219,536,-455,-564,16.53,306,2,2766997,
180.867340,13.673056,1015,-29,900,122,-0.2504562,842,-600,-975,16.32,295,1,2779320,
180.438278,14.667008,1237,-59,471,121,-0.2344395,630,-485,-401,16.95,325,1,2780833,
180.415146,15.166087,1205,217,1050,355,-0.2682573,743,-484,-1030,16.39,321,1,2792252,
180.601135,17.582846,1155,-254,565,96,-0.3362350,995,-550,-1068,15.03,195,1,2805918,
180.966904,18.301189,1241,-76,770,269,-0.2161314,479,-793,208,15.23,257,1,2807982,
181.891693,20.102625,1143,-83,1319,158,-0.1897533,588,1094,6807,14.96,296,1,2812086,
181.074905,20.135197,1167,158,940,273,-0.1912692,378,-116,-953,16.26,277,1,2814584,
180.987747,22.469391,1223,96,834,254,-0.1317024,761,245,-561,15.89,309,1,2819824,
181.437439,22.022657,1185,334,1153,410,-0.2284170,590,-216,-634,16.22,274,1,2823121,
181.944397,21.628176,1194,102,956,253,-0.2132933,449,-48,-1060,15.32,309,1,2826769,
180.513809,26.340578,1203,-3,854,257,-0.4721846,342,-14,-1185,15.68,229,2,2839032,
180.799820,26.926664,1283,-33,1084,801,-0.2781285,897,-264,-821,16.76,267,1,2840198,
180.233582,25.659044,1233,33,1006,439,-0.2207362,755,-197,-876,16.91,192,1,2840300,
180.116653,26.802944,1206,346,1203,323,-0.2503170,649,-753,-287,16.48,109,1,2846194,
180.398315,26.806246,1251,115,967,296,-0.1765271,537,-73,-907,14.42,242,1,2846389,
181.327805,27.949442,1182,298,1292,186,-0.2824635,890,-788,-385,16.43,257,1,2851826,
180.822250,28.805218,1221,-88,775,308,-0.2275903,605,113,-381,16.41,191,1,2853685,
181.514801,27.988419,1181,310,1180,227,-0.2935340,937,-700,-560,15.72,248,1,2855337,
181.352158,27.639296,1161,345,1111,372,-0.3518645,981,-1162,97,15.62,262,1,2855834,
181.832336,30.842934,1123,71,1090,276,-0.2028205,585,-14,-412,16.89,279,1,2857355,
180.708008,30.517042,1194,-88,951,349,-0.4789456,513,51,-447,16.50,239,2,2860293,
180.092072,1149,58,517,-83,-0.2084167,502,-222,-844,16.48,522,1,2873728,
180.066483,1167,315,943,230,-0.3444457,886,-610,-675,14.09,480,1,2873744,
181.087204,-2.178391,1187,59,1296,477,-0.4806893,414,165,-987,16.44,480,2,2881376,
182.001617,-1.209480,1217,-199,780,170,-0.5115846,603,-219,-700,15.83,599,2,2887662,
180.632401,-1.895742,1116,276,1016,142,-0.2434308,909,-831,-468,16.34,457,1,2889542,
180.664734,-1.743186,1233,100,994,274,-0.2677253,1025,-473,-958,16.82,462,1,2892940,
181.517197,-2.215953,1119,357,1211,340,-0.1553620,669,-441,-721,15.18,469,1,2893479,
180.834015,32.027012,1193,13,790,68,-0.4258900,496,-65,-1083,16.31,250,2,2895745,
180.604797,32.530567,1137,76,1120,380,-0.2017410,709,-125,-608,16.14,297,1,2898747,
181.442795,31.475782,1160,122,1048,281,-0.4212153,438,599,1374,15.97,260,2,2902575,
180.321777,35.524696,1189,80,953,192,-0.5387431,431,-112,-1412,14.94,255,2,2913030,
181.270172,35.006145,1098,326,1388,375,-0.3368609,890,-1254,835,16.56,326,1,2914946,
181.729996,41.128338,1236,-157,679,83,-0.4831435,400,223,-1183,15.03,271,2,2936953,
180.390488,42.347134,1202,-98,674,126,-0.4579680,461,178,-1358,15.82,233,2,2937427,
181.223145,41.192139,1181,388,834,79,-0.2719687,901,-248,-1174,16.90,264,1,2939499,
180.289597,43.662098,1192,193,1043,417,-0.2289876,586,-614,-781,14.47,268,1,2945746,
180.629715,50.231182,1228,-149,954,354,-0.4738650,444,89,-945,16.05,205,2,2959784,
181.059311,1185,374,1191,249,-0.2246430,529,-619,-485,16.11,530,1,2967526,
180.864304,-3.262498,1225,251,1255,299,-0.3131091,972,-637,-330,16.67,458,1,2978038,
181.448166,-3.306653,1197,357,1150,279,-0.1874709,679,278,-621,16.67,478,1,2979506,
181.238205,51.858105,1192,311,1191,222,-0.2227371,524,-741,946,15.67,269,1,2989064,
180.873932,53.569180,1118,336,1195,303,-0.2595409,785,-139,-1432,15.50,83,1,2992494,
181.137451,55.601170,1202,131,955,232,-0.2046338,581,-356,-747,15.93,201,1,2997346,
181.019867,62.562668,1130,12,986,123,-0.2245556,740,539,2292,16.12,141,1,3012669,
181.488144,62.880974,1159,2,804,209,-0.3878118,374,182,-806,15.20,126,2,3014133,
181.631180,1156,-34,756,118,-0.3999947,469,152,352,16.58,552,2,3026086,
181.875412,1197,103,933,273,-0.2008629,337,-326,-862,15.09,502,1,3036295,
180.939377,10.824868,1183,213,886,219,-0.2533510,812,-660,-726,15.91,317,1,3044799,
181.179703,1175,301,1151,183,-0.2343859,680,-776,-265,16.24,358,1,3045044,
180.727036,10.329221,1164,191,866,15,-0.1829069,854,-54,-937,16.20,291,1,3048546,
181.573563,1172,-218,751,549,-0.2707883,653,-897,1376,16.16,293,1,3049884,
182.279373,1181,40,915,230,-0.5355656,444,-58,-1483,14.86,496,2,3056979,
182.073624,1113,254,1340,403,-0.1969364,348,-147,-678,16.24,526,1,3062621,
183.965210,-0.098575,1193,186,976,411,-0.2052346,503,120,-429,16.72,462,1,3069079,
183.808121,-0.700423,1156,307,1227,346,-0.2472150,441,-601,162,14.55,379,1,3069808,
182.130722,-0.788274,1209,316,1394,614,-0.2268413,701,-144,173,16.94,454,1,3074040,
182.857285,12.334765,1168,59,945,197,-0.4717262,362,64,-1104,15.09,324,2,3086623,
182.860260,12.931311,1177,212,929,216,-0.2381593,867,-1051,-60,16.56,122,1,3090362,
182.499405,13.277081,1220,39,817,394,-0.2176628,545,44,-1080,16.59,307,1,3094018,
183.827560,14.461370,1251,-2,741,96,-0.2093686,580,-49,-1260,15.72,133,1,3100547,
182.073975,15.428901,1183,217,1053,455,-0.2579539,934,-615,-949,16.37,306,1,3104968,
183.042847,16.946905,1167,52,913,122,-0.4679122,357,120,-1384,14.90,250,2,3110897,
182.680969,15.249330,1166,29,774,267,-0.4256423,482,1885,5362,15.65,137,2,3111737,
183.954086,18.539246,1141,322,963,-126,-0.2585498,793,-252,117,16.79,271,1,3117883,
182.833084,18.829979,1196,19,1074,424,-0.1616894,647,247,-547,16.67,253,1,3118906,
182.705688,20.294518,119,1405,944,213,-0.1327253,565,-445,-414,14.66,274,1,3124939,
183.446167,22.344830,1152,341,1128,435,-0.1727917,421,25,-1084,15.97,308,1,3132943,
183.097321,21.835217,1193,21,465,-235,-0.4571584,437,374,-913,16.25,274,2,3133386,
183.172211,22.371283,1201,-106,952,303,-0.4360836,525,859,907,16.64,275,2,3139572,
183.194839,21.006538,1105,75,671,14,-0.5162843,522,-78,-1002,15.84,255,2,3140139,
183.281601,21.947216,1195,232,1190,414,-0.3347850,920,-870,194,16.21,181,1,3140682,
182.274002,23.754488,1163,129,1015,241,-0.2622287,909,-129,195,16.73,287,1,3142907,
183.288010,23.068794,1150,418,1213,203,-0.1312427,463,6,-630,16.81,315,1,3149365,
183.468445,26.807478,1253,-214,557,194,-0.5527396,422,-181,-1296,14.16,271,2,3153475,
183.453796,25.768749,1149,348,1107,34,-0.2311711,566,-90,-738,16.35,224,1,3158696,
183.703491,25.761927,868,434,1388,259,-0.3336768,805,1155,5720,14.77,253,1,3159412,
183.059174,28.709162,1222,-73,1024,431,-0.2263496,567,-295,-139,16.42,260,1,3160442,
182.834793,28.762403,1209,136,1092,262,-0.1853097,328,-172,-870,15.44,270,1,3162203,
183.894409,27.461000,1167,-26,934,371,-0.2436066,649,-565,-596,16.33,265,1,3163597,
183.528854,29.637445,1188,288,1137,467,-0.2780403,741,-510,251,16.87,280,1,3170992,
183.445602,30.985403,1073,458,1288,249,-0.3355188,795,-818,-25,14.05,286,1,3172635,
183.268188,30.277126,1173,-33,779,210,-0.5193852,358,233,-241,15.56,286,2,3173902,
183.141724,30.800579,1115,335,1147,322,-0.2294396,731,-735,-613,15.29,292,1,3176620,
183.607452,1144,327,1006,591,-0.1866105,818,-448,-1076,16.59,491,1,3182815,
182.100876,1230,-60,757,142,-0.4563627,482,-193,-1228,15.80,485,2,3183285,
183.110092,1174,334,1129,248,-0.1619321,494,-284,-569,15.34,489,1,3186870,
182.883453,-1.876687,1263,-127,919,381,-0.5718409,387,-24,-1238,15.00,479,2,3196582,
182.315491,-1.912315,1215,122,811,239,-0.2974428,806,-564,-966,15.77,475,1,3196780,
182.889221,31.598858,1211,-234,619,449,-0.2947874,943,-933,351,16.99,294,1,3210786,
183.368744,31.404650,1267,-99,862,303,-0.3294545,1052,-850,-595,16.19,291,1,3211928,
183.710785,33.101585,1139,334,1249,145,-0.1586599,680,-507,-756,14.75,274,1,3218931,
182.320816,33.659851,1200,-33,764,194,-0.4858056,389,1474,6583,14.98,376,2,3219035,
182.053680,33.330135,1218,100,1164,653,-0.1757569,667,287,900,16.81,344,1,3219476,
183.792496,34.910938,1231,203,1151,401,-0.2049428,820,2238,10083,16.00,303,1,3221817,
182.232407,40.828167,1176,355,1284,274,-0.2013404,501,9,-510,16.34,277,1,3242671,
183.458206,42.047287,1197,294,1007,382,-0.2520835,634,-394,-291,16.44,277,1,3246187,
183.463379,43.417000,1190,287,990,422,-0.2532942,560,38,16,15.82,209,1,3254178,
182.432312,48.210705,1200,84,761,149,-0.5187078,458,-193,-964,16.27,264,2,3265838,
183.088867,1132,163,1135,218,-0.4612918,352,-120,-1509,14.52,503,2,3280045,
183.286942,-3.156010,1244,-277,599,349,-0.3217439,1084,-405,-673,16.97,463,1,3293042,
182.787308,-3.649761,1153,308,1218,340,-0.2553488,685,-775,443,15.99,802,1,3294319,
182.349472,54.692192,1112,377,1330,319,-0.2537808,730,-548,-823,15.50,214,1,3305492,
183.077835,56.773888,1119,329,1398,366,-0.1607960,736,-866,412,16.29,99,1,3310970,
182.510223,58.358498,989,10,778,267,-0.2385864,724,-550,-619,16.38,82,1,3315947,
182.720612,66.330971,1196,81,1174,281,-0.4696043,504,-217,-976,15.79,183,2,3329934,
182.026428,68.371902,1124,353,1152,253,-0.1973994,438,-452,-1161,15.18,193,1,3332343,
182.824982,1103,268,1377,286,-0.2500536,817,-510,-905,16.70,466,1,3343188,
183.139023,1192,-104,692,107,-0.5021488,340,129,-1024,15.39,193,2,3351542,
183.710297,1170,266,1368,253,-0.1939510,550,-279,-675,16.55,334,1,3353370,
182.170273,1212,12,1058,437,-0.4715036,387,70,-1026,15.83,377,2,3356801,
185.441193,1175,-46,708,139,-0.4420683,343,-139,-1202,15.52,511,2,3372764,
185.984512,1247,32,834,395,-0.2334348,584,-101,-1216,15.05,547,1,3377349,
185.411942,1199,120,1344,768,-0.4630403,567,-295,376,16.98,286,2,3384231,
185.244736,11.745511,1127,204,1186,351,-0.1393243,686,-314,-910,15.84,270,1,3389834,
185.639603,11.294432,1248,59,806,238,-0.1852711,774,-583,-508,16.00,281,1,3391290,
185.568497,12.322874,1114,168,643,221,-0.1443682,563,3205,18499,16.79,205,1,3393080,
185.677582,13.859279,1202,156,870,247,-0.2371475,674,-227,-1002,16.50,256,1,3405178,
185.699158,16.726168,1200,18,852,69,-0.4442431,348,-98,-1387,14.49,224,2,3419174,
185.440918,17.582466,1130,313,1164,297,-0.2561423,689,-979,234,15.80,231,1,3420024,
185.786392,20.763107,1196,192,988,373,-0.2656371,708,-328,-825,16.35,266,1,3437725,
185.960709,22.052841,1227,204,1049,110,-0.3037144,797,-707,-572,15.63,282,1,3440695,
185.929260,21.663973,1238,197,1359,642,-0.3159189,930,-147,-889,16.47,283,1,3441938,
185.222183,22.174793,1159,317,1162,290,-0.2284963,417,-405,637,14.88,191,1,3442109,
184.072144,23.581226,1171,338,1091,276,-0.2584238,633,-392,-907,15.76,272,1,3453897,
185.254669,26.535414,1210,-105,894,369,-0.4753222,584,33,-508,16.92,297,2,3463199,
184.042023,25.022491,1100,262,959,310,-0.3117404,766,-1012,12,15.88,222,1,3466279,
184.858490,28.457605,1080,-46,908,-13,-0.2720710,856,-643,-600,15.93,259,1,3469698,
184.318008,30.977646,1172,358,1270,255,-0.2547019,705,-702,-960,15.16,251,1,3481248,
184.712967,1203,-6,670,284,-0.3089273,791,11,-857,15.71,483,1,3491287,
185.813385,1218,-24,916,303,-0.4992889,468,45,-1046,16.07,500,2,3497192,
185.482971,-2.724907,1092,35,1129,341,-0.2051280,786,-412,-521,15.48,473,1,3498187,
185.985733,-2.891266,1157,144,945,180,-0.4357601,447,132,-1139,16.35,465,2,3502136,
185.865097,-2.667974,1191,297,1025,337,-0.2652026,744,-795,-506,14.50,417,1,3504169,
185.117050,-1.557218,1517,-267,1203,346,-0.2274928,619,-850,-250,14.06,348,1,3505028,
185.618347,-1.037824,1144,265,1087,218,-0.0962948,355,17,-1093,14.87,461,1,3507643,
185.260742,-2.504379,1240,307,1636,816,-0.2615294,701,-501,-625,16.91,449,1,3511281,
185.394638,32.903339,1211,-140,851,315,-0.2841336,852,-294,693,16.80,238,1,3512757,
184.571030,33.665546,1102,191,1061,205,-0.4455096,361,5694,63106,14.75,358,2,3520413,
185.571808,33.961945,1166,164,1137,130,-0.4505529,460,-30,-1137,15.83,305,2,3522846,
185.569183,33.817913,1171,316,1203,401,-0.1718146,563,-233,-837,16.63,305,1,3526221,
185.996201,36.901623,1215,315,1147,294,-0.2801593,905,-1198,223,15.59,240,1,3531461,
185.366760,36.272541,1215,-50,759,276,-0.4671310,373,2,-1238,14.59,281,2,3533124,
184.104370,38.244865,1210,144,803,276,-0.2310719,534,-304,-1120,15.74,271,1,3540655,
185.892471,38.751450,1168,89,777,226,-0.1997174,388,-207,-668,14.72,315,1,3540890,
184.532120,38.177662,1137,324,1417,387,-0.2777990,861,-720,-388,16.54,288,1,3541085,
185.813614,40.526188,1204,59,765,326,-0.1838289,625,-332,-1241,15.24,272,1,3545171,
185.673615,42.412125,1144,-98,598,168,-0.4304225,489,-161,-1309,15.39,229,2,3549974,
184.554184,41.776497,1166,316,1163,317,-0.2133096,600,-303,-1076,16.08,228,1,3553152,
185.528839,43.437569,1170,265,1118,539,-0.2818697,828,-930,-180,16.48,272,1,3558911,
184.339218,45.667919,1143,344,1229,248,-0.2122067,415,-363,-243,15.50,234,1,3563952,
184.690247,46.260361,1151,271,1105,308,-0.3276980,946,-152,-994,16.81,238,1,3564769,
185.161636,49.505867,1135,303,1390,594,-0.1778954,815,-550,-567,16.62,278,1,3574728,
185.269348,1131,314,1200,226,-0.2928592,723,-1070,319,15.86,82,1,3584675,
184.596771,1135,285,1283,344,-0.2332623,854,-903,-232,15.05,73,1,3585227,
184.550095,1144,318,1051,209,-0.2126196,530,-546,-309,14.89,468,1,3589854,
184.514389,1180,199,907,409,-0.2528703,666,-789,-29,16.28,449,1,3591037,
185.764709,-3.587868,1192,357,943,311,-0.2412258,543,-700,-309,15.34,106,1,3592837,
185.468140,53.265427,1207,334,1367,326,-0.2368709,515,-157,-1201,15.45,252,1,3605112,
185.369904,54.700741,1137,166,864,200,-0.1998970,326,58,-620,15.66,220,1,3605747,
184.786224,53.854858,1136,56,836,366,-0.4370912,940,2371,7462,16.22,248,2,3605763,
185.230209,59.339016,1221,343,1180,175,-0.1989560,829,-652,-742,14.79,159,1,3621142,
185.541260,59.293873,1268,-266,562,373,-0.2729478,892,-62,57,16.28,173,1,3621579,
184.046326,64.969711,1155,242,971,330,-0.2053656,429,-103,-878,16.23,203,1,3630417,
185.985046,65.104134,1120,129,1089,160,-0.1486627,423,-179,-1306,15.89,216,1,3632428,
185.315872,67.430542,1233,-46,728,269,-0.2334905,744,-508,-719,15.54,188,1,3635248,
184.729980,1182,327,1574,556,-0.2265112,749,-481,-738,16.31,139,1,3638758,
184.826797,1151,364,1272,405,-0.1876696,367,-27,-1075,15.04,339,1,3639805,
184.885376,1128,315,979,35,-0.2028606,438,814,4966,16.43,403,1,3639968,
185.260986,1092,268,1345,373,-0.2188681,829,-472,-653,16.42,349,1,3642730,
184.990448,1186,-30,998,370,-0.2429800,550,-471,-785,16.29,359,1,3649421,
187.930801,1220,-181,383,28,-0.5279416,407,-201,-631,15.20,515,2,3663284,
186.336273,1168,135,988,233,-0.4670814,638,5456,41594,14.74,486,2,3663882,
187.738312,1172,308,1360,608,-0.2767973,809,-453,-693,16.85,507,1,3666049,
186.371048,1201,284,764,140,-0.2246999,562,-365,-795,15.73,509,1,3668485,
187.370560,1244,-245,817,544,-0.2125424,875,-668,-342,16.77,474,1,3672628,
187.376740,1176,-928,1813,193,-0.4740978,362,6354,60762,14.36,493,2,3678432,
186.778610,11.051326,1179,311,1025,152,-0.2350860,485,-335,-323,16.25,341,1,3691007,
187.997055,12.729856,1166,72,768,196,-0.4696402,517,3834,18984,16.21,265,2,3696853,
186.163300,12.012657,1176,248,1038,319,-0.2905901,727,-1189,506,15.66,253,1,3698797,
187.231995,16.750652,1224,-114,628,272,-0.5084352,410,1514,5940,14.41,237,2,3715730,
187.270081,18.668362,1181,107,593,226,-0.1620235,671,-625,500,16.96,262,1,3726649,
187.015152,17.029207,1229,-43,824,475,-0.2424689,826,-16,-83,16.90,296,1,3729253,
186.428146,22.090942,1157,-72,823,137,-0.4784971,368,-184,-1143,14.90,170,2,3743465,
187.897781,21.492395,1195,-77,902,480,-0.2120028,715,-287,1051,16.77,239,1,3749370,
187.472778,23.254301,1227,-26,760,491,-0.2435617,790,212,2908,16.70,261,1,3751606,
187.083328,24.955353,1138,336,955,329,-0.1203996,613,617,1581,14.61,246,1,3752096,
187.216400,25.111475,1537,895,182,-0.5304018,368,459,425,14.22,246,2,3767702,
187.326294,25.046574,1243,380,1008,410,-0.1575212,451,-12,-640,16.56,243,1,3767967,
186.233612,27.985596,1183,257,1526,490,-0.2761709,940,-637,-570,16.54,262,1,3771707,
187.763107,1165,149,1045,48,-0.4638735,443,-2,-965,15.60,507,2,3787533,
186.936584,1224,344,1215,480,-0.2123816,591,-670,-300,15.53,536,1,3797767,
186.843384,1159,169,1273,414,-0.3798983,480,2447,13904,16.37,521,2,3798134,
187.293915,-1.566595,1209,329,1151,271,-0.1866098,217,10777,139046,15.09,525,1,3808897,
187.660004,-2.971767,1117,174,1996,1189,-0.4581775,654,361,539,16.98,463,2,3809978,
187.806198,31.678993,1159,353,869,-70,-0.2308509,759,43,-216,16.93,299,1,3815329,
186.575211,34.141998,1195,360,1122,383,-0.2648627,591,-779,-268,15.06,95,1,3823587,
186.307205,39.609035,1169,339,1286,328,-0.2095073,502,-315,-989,15.53,295,1,3847643,
186.798416,43.199936,1227,-129,765,283,-0.4192380,405,-364,-1002,15.28,231,2,3862210,
187.884537,-3.272768,1225,25,1243,409,-0.4992532,496,93,-1233,16.34,442,2,3898889,
186.606491,52.557163,1122,310,1275,334,-0.2082715,901,277,-922,15.66,73,1,3902565,
187.249985,52.926422,1139,37,885,245,-0.2068364,1031,1756,5425,16.90,241,1,3905264,
187.094391,56.949112,1093,302,1169,200,-0.2299127,673,-394,-694,15.79,198,1,3915086,
187.798035,68.332344,1108,384,1083,358,-0.1458203,530,-709,-459,15.28,158,1,3937413,
186.862381,1166,262,1382,310,-0.2738999,643,-1155,405,15.53,271,1,3941776,
187.879623,1198,332,1172,427,-0.2754416,791,-497,-1021,16.39,266,1,3943373,
187.345596,1160,300,1450,298,-0.1898529,720,-520,-634,15.97,297,1,3960704,
189.377121,1195,12,975,312,-0.2211328,470,-595,-374,14.18,538,1,3970956,
188.083755,1257,-59,1119,823,-0.2741570,787,-670,-639,16.87,516,1,3973779,
188.584137,1285,297,1145,309,-0.2839641,764,-686,-705,14.80,515,1,3981681,
188.722809,-0.300097,1195,339,1068,102,-0.2339770,680,-467,-703,16.32,505,1,3992818,
189.998184,11.510236,1162,346,872,141,-0.2067112,774,-301,-1081,15.87,300,1,3995865,
188.223480,11.568505,1168,331,1075,161,-0.2369750,559,-604,-618,14.63,287,1,4000406,
189.308868,14.442148,1206,318,1103,290,-0.2429397,738,-564,-594,15.99,256,1,4015174,
189.189880,13.339553,1165,93,913,228,-0.4122475,393,-176,-965,16.13,250,2,4016456,
189.806168,42,576,308,-0.3325685,587,12,-1263,15.44,341,1,4017030,
